year,quarter_number,region,churn
1999,2,ПЕНЗЕНСКАЯ ОБЛ,0.0
1999,2,ПЕРМСКИЙ КРАЙ,0.0
1999,2,ПСКОВСКАЯ ОБЛ,0.0
1999,2,РОСТОВСКАЯ ОБЛ,0.0
1999,2,РЯЗАНСКАЯ ОБЛ,0.0
1999,2,САМАРСКАЯ ОБЛ,0.0
1999,2,САНКТ-ПЕТЕРБУРГ Г,0.0
1999,2,САРАТОВСКАЯ ОБЛ,0.0
1999,2,САХА /ЯКУТИЯ/ РЕСП,0.0
1999,2,САХАЛИНСКАЯ ОБЛ,0.0
1999,2,СВЕРДЛОВСКАЯ ОБЛ,0.0
1999,2,СЕВАСТОПОЛЬ Г,0.0
1999,2,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
1999,2,СМОЛЕНСКАЯ ОБЛ,0.0
1999,2,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
1999,2,ТАМБОВСКАЯ ОБЛ,0.0
1999,2,ТАТАРСТАН РЕСП,0.0
1999,2,ТВЕРСКАЯ ОБЛ,0.0
1999,2,ТОМСКАЯ ОБЛ,0.0
1999,2,ТУЛЬСКАЯ ОБЛ,0.0
1999,2,ТЮМЕНСКАЯ ОБЛ,0.0
1999,2,УДМУРТСКАЯ РЕСП,0.0
1999,2,УЗБЕКИСТАН,0.0
1999,2,УКРАИНА,0.0
1999,2,УЛЬЯНОВСКАЯ ОБЛ,0.0
1999,2,ХАБАРОВСКИЙ КРАЙ,0.0
1999,2,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
1999,2,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
1999,2,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
1999,2,ЧУКОТСКИЙ АО,0.0
1999,2,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
1999,2,ЯРОСЛАВСКАЯ ОБЛ,0.0
1999,3,АДЫГЕЯ РЕСП,0.0
1999,3,АЛТАЙ РЕСП,0.0
1999,3,АЛТАЙСКИЙ КРАЙ,0.0
1999,3,АМУРСКАЯ ОБЛ,0.0
1999,3,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
1999,3,АСТРАХАНСКАЯ ОБЛ,0.0
1999,3,БАШКОРТОСТАН РЕСП,0.0
1999,3,БЕЛАРУСЬ,0.0
1999,3,БЕЛГОРОДСКАЯ ОБЛ,0.0
1999,3,БРЯНСКАЯ ОБЛ,0.0
1999,3,БУРЯТИЯ РЕСП,0.0
1999,3,ВЛАДИМИРСКАЯ ОБЛ,0.0
1999,3,ВОЛГОГРАДСКАЯ ОБЛ,0.0
1999,3,ВОЛОГОДСКАЯ ОБЛ,0.0
1999,3,ВОРОНЕЖСКАЯ ОБЛ,0.0
1999,3,ГЕРМАНИЯ,0.0
1999,3,ДАГЕСТАН РЕСП,0.0
1999,3,ЕВРЕЙСКАЯ АОБЛ,0.0
1999,3,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
1999,3,ИВАНОВСКАЯ ОБЛ,0.0
1999,3,ИРКУТСКАЯ ОБЛ,0.0
1999,3,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
1999,3,КАЗАХСТАН,0.0
1999,3,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
1999,3,КАЛМЫКИЯ РЕСП,0.0
1999,3,КАЛУЖСКАЯ ОБЛ,0.0
1999,3,КАМЧАТСКИЙ КРАЙ,0.0
1999,3,КАНАДА,0.0
1999,3,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
1999,3,КАРЕЛИЯ РЕСП,0.0
1999,3,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
1999,3,КИРОВСКАЯ ОБЛ,0.0
1999,3,КОМИ РЕСП,0.0
1999,3,КОСТРОМСКАЯ ОБЛ,0.0
1999,3,КРАСНОДАРСКИЙ КРАЙ,0.0
1999,3,КРАСНОЯРСКИЙ КРАЙ,0.0
1999,3,КУРГАНСКАЯ ОБЛ,0.0
1999,3,КУРСКАЯ ОБЛ,0.0
1999,3,ЛЕНИНГРАДСКАЯ ОБЛ,0.0
1999,3,ЛИПЕЦКАЯ ОБЛ,0.0
1999,3,ЛИТВА,0.0
1999,3,МАГАДАНСКАЯ ОБЛ,0.0
1999,3,МАРИЙ ЭЛ РЕСП,0.0
1999,3,МОЛДАВИЯ,0.0
1999,3,МОРДОВИЯ РЕСП,0.0
1999,3,МОСКВА Г,0.0
1999,3,МОСКОВСКАЯ ОБЛ,0.0
1999,3,МУРМАНСКАЯ ОБЛ,0.0
1999,3,НИЖЕГОРОДСКАЯ ОБЛ,0.0
1999,3,НОВГОРОДСКАЯ ОБЛ,0.0
1999,3,НОВОСИБИРСКАЯ ОБЛ,0.0
1999,3,ОМСКАЯ ОБЛ,0.0
1999,3,ОРЕНБУРГСКАЯ ОБЛ,0.0
1999,3,ОРЛОВСКАЯ ОБЛ,0.0
1999,3,ПЕНЗЕНСКАЯ ОБЛ,0.0
1999,3,ПЕРМСКИЙ КРАЙ,0.0
1999,3,ПСКОВСКАЯ ОБЛ,0.0
1999,3,РОСТОВСКАЯ ОБЛ,0.0
1999,3,РЯЗАНСКАЯ ОБЛ,0.0
1999,3,САМАРСКАЯ ОБЛ,0.0
1999,3,САНКТ-ПЕТЕРБУРГ Г,0.0
1999,3,САРАТОВСКАЯ ОБЛ,0.0
1999,3,САХА /ЯКУТИЯ/ РЕСП,0.0
1999,3,САХАЛИНСКАЯ ОБЛ,0.0
1999,3,СВЕРДЛОВСКАЯ ОБЛ,0.0
1999,3,СЕВАСТОПОЛЬ Г,0.0
1999,3,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
1999,3,СМОЛЕНСКАЯ ОБЛ,0.0
1999,3,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
1999,3,ТАМБОВСКАЯ ОБЛ,0.0
1999,3,ТАТАРСТАН РЕСП,0.0
1999,3,ТВЕРСКАЯ ОБЛ,0.0
1999,3,ТОМСКАЯ ОБЛ,0.0
1999,3,ТУЛЬСКАЯ ОБЛ,0.0
1999,3,ТЮМЕНСКАЯ ОБЛ,0.0
1999,3,УДМУРТСКАЯ РЕСП,0.0
1999,3,УЗБЕКИСТАН,0.0
1999,3,УКРАИНА,0.0
1999,3,УЛЬЯНОВСКАЯ ОБЛ,0.0
1999,3,ХАБАРОВСКИЙ КРАЙ,0.0
1999,3,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
1999,3,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
1999,3,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
1999,3,ЧУКОТСКИЙ АО,0.0
1999,3,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
1999,3,ЯРОСЛАВСКАЯ ОБЛ,0.0
1999,4,АДЫГЕЯ РЕСП,0.0
1999,4,АЛТАЙСКИЙ КРАЙ,0.0
1999,4,АМУРСКАЯ ОБЛ,0.0
1999,4,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
1999,4,АСТРАХАНСКАЯ ОБЛ,0.0
1999,4,БАШКОРТОСТАН РЕСП,0.0
1999,4,БЕЛАРУСЬ,0.0
1999,4,БЕЛГОРОДСКАЯ ОБЛ,0.0
1999,4,БРЯНСКАЯ ОБЛ,0.0
1999,4,БУРЯТИЯ РЕСП,0.0
1999,4,ВЛАДИМИРСКАЯ ОБЛ,0.0
1999,4,ВОЛГОГРАДСКАЯ ОБЛ,0.0
1999,4,ВОЛОГОДСКАЯ ОБЛ,0.0
1999,4,ВОРОНЕЖСКАЯ ОБЛ,0.0
1999,4,ГЕРМАНИЯ,0.0
1999,4,ЕВРЕЙСКАЯ АОБЛ,0.0
1999,4,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
1999,4,ИВАНОВСКАЯ ОБЛ,0.0
1999,4,ИРКУТСКАЯ ОБЛ,0.0
1999,4,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
1999,4,КАЗАХСТАН,0.0
1999,4,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
1999,4,КАЛМЫКИЯ РЕСП,0.0
1999,4,КАЛУЖСКАЯ ОБЛ,0.0
1999,4,КАМЧАТСКИЙ КРАЙ,0.0
1999,4,КАНАДА,0.0
1999,4,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
1999,4,КАРЕЛИЯ РЕСП,0.0
1999,4,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
1999,4,КИРОВСКАЯ ОБЛ,0.0
1999,4,КОМИ РЕСП,0.0
1999,4,КОСТРОМСКАЯ ОБЛ,0.0
1999,4,КРАСНОДАРСКИЙ КРАЙ,0.0
1999,4,КРАСНОЯРСКИЙ КРАЙ,0.0
1999,4,КРЫМ РЕСП,0.0
1999,4,КУРГАНСКАЯ ОБЛ,0.0
1999,4,КУРСКАЯ ОБЛ,0.0
1999,4,ЛЕНИНГРАДСКАЯ ОБЛ,0.0
1999,4,ЛИПЕЦКАЯ ОБЛ,0.0
1999,4,ЛИТВА,0.0
1999,4,МАГАДАНСКАЯ ОБЛ,0.0
1999,4,МАРИЙ ЭЛ РЕСП,0.0
1999,4,МОЛДАВИЯ,0.0
1999,4,МОРДОВИЯ РЕСП,0.0
1999,4,МОСКВА Г,0.0
1999,4,МОСКОВСКАЯ ОБЛ,0.0
1999,4,МУРМАНСКАЯ ОБЛ,0.0
1999,4,НИЖЕГОРОДСКАЯ ОБЛ,0.0
1999,4,НОВГОРОДСКАЯ ОБЛ,0.0
1999,4,НОВОСИБИРСКАЯ ОБЛ,0.0
1999,4,ОМСКАЯ ОБЛ,0.0
1999,4,ОРЕНБУРГСКАЯ ОБЛ,0.0
1999,4,ОРЛОВСКАЯ ОБЛ,0.0
1999,4,ПЕНЗЕНСКАЯ ОБЛ,0.0
1999,4,ПЕРМСКИЙ КРАЙ,0.0
1999,4,ПСКОВСКАЯ ОБЛ,0.0
1999,4,РОСТОВСКАЯ ОБЛ,0.0
1999,4,РЯЗАНСКАЯ ОБЛ,0.0
1999,4,САМАРСКАЯ ОБЛ,0.0
1999,4,САНКТ-ПЕТЕРБУРГ Г,0.0
1999,4,САРАТОВСКАЯ ОБЛ,0.0
1999,4,САХА /ЯКУТИЯ/ РЕСП,0.0
1999,4,САХАЛИНСКАЯ ОБЛ,0.0
1999,4,СВЕРДЛОВСКАЯ ОБЛ,0.0
1999,4,СЕВАСТОПОЛЬ Г,0.0
1999,4,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
1999,4,СМОЛЕНСКАЯ ОБЛ,0.0
1999,4,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
1999,4,ТАМБОВСКАЯ ОБЛ,0.0
1999,4,ТАТАРСТАН РЕСП,0.0
1999,4,ТВЕРСКАЯ ОБЛ,0.0
1999,4,ТОМСКАЯ ОБЛ,0.0
1999,4,ТУЛЬСКАЯ ОБЛ,0.0
1999,4,ТЮМЕНСКАЯ ОБЛ,0.0
1999,4,УДМУРТСКАЯ РЕСП,0.0
1999,4,УЗБЕКИСТАН,0.0
1999,4,УКРАИНА,0.0
1999,4,УЛЬЯНОВСКАЯ ОБЛ,0.0
1999,4,ХАБАРОВСКИЙ КРАЙ,0.0
1999,4,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
1999,4,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
1999,4,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
1999,4,ЧУКОТСКИЙ АО,0.0
1999,4,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
1999,4,ЯРОСЛАВСКАЯ ОБЛ,0.0
2000,1,АДЫГЕЯ РЕСП,0.0
2000,1,АЛТАЙ РЕСП,0.0
2000,1,АЛТАЙСКИЙ КРАЙ,0.0
2000,1,АМУРСКАЯ ОБЛ,0.0
2000,1,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
2000,1,АСТРАХАНСКАЯ ОБЛ,0.0
2000,1,БАШКОРТОСТАН РЕСП,0.0
2000,1,БЕЛАРУСЬ,0.0
2000,1,БЕЛГОРОДСКАЯ ОБЛ,0.0
2000,1,БРЯНСКАЯ ОБЛ,0.0
2000,1,БУРЯТИЯ РЕСП,0.0
2000,1,ВЛАДИМИРСКАЯ ОБЛ,0.0
2000,1,ВОЛГОГРАДСКАЯ ОБЛ,0.0
2000,1,ВОЛОГОДСКАЯ ОБЛ,0.0
2000,1,ВОРОНЕЖСКАЯ ОБЛ,0.0
2000,1,ГЕРМАНИЯ,0.0
2000,1,ДАГЕСТАН РЕСП,0.0
2000,1,ЕВРЕЙСКАЯ АОБЛ,0.0
2000,1,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2000,1,ИВАНОВСКАЯ ОБЛ,0.0
2000,1,ИРКУТСКАЯ ОБЛ,0.0
2000,1,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
2000,1,КАЗАХСТАН,0.0
2000,1,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2000,1,КАЛМЫКИЯ РЕСП,0.0
2000,1,КАЛУЖСКАЯ ОБЛ,0.0
2000,1,КАМЧАТСКИЙ КРАЙ,0.0
2000,1,КАНАДА,0.0
2000,1,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
2000,1,КАРЕЛИЯ РЕСП,0.0
2000,1,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
2000,1,КИРОВСКАЯ ОБЛ,0.0
2000,1,КОМИ РЕСП,0.0
2000,1,КОСТРОМСКАЯ ОБЛ,0.0
2000,1,КРАСНОДАРСКИЙ КРАЙ,0.0
2000,1,КРАСНОЯРСКИЙ КРАЙ,0.0
2000,1,КРЫМ РЕСП,0.0
2000,1,КУРГАНСКАЯ ОБЛ,0.0
2000,1,КУРСКАЯ ОБЛ,0.0
2000,1,ЛЕНИНГРАДСКАЯ ОБЛ,0.0
2000,1,ЛИПЕЦКАЯ ОБЛ,0.0
2000,1,ЛИТВА,0.0
2000,1,МАГАДАНСКАЯ ОБЛ,0.0
2000,1,МАРИЙ ЭЛ РЕСП,0.0
2000,1,МОРДОВИЯ РЕСП,0.0
2000,1,МОСКВА Г,0.0
2000,1,МОСКОВСКАЯ ОБЛ,0.0
2000,1,МУРМАНСКАЯ ОБЛ,0.0
2000,1,НИЖЕГОРОДСКАЯ ОБЛ,0.0
2000,1,НОВГОРОДСКАЯ ОБЛ,0.0
2000,1,НОВОСИБИРСКАЯ ОБЛ,0.0
2000,1,ОМСКАЯ ОБЛ,0.0
2000,1,ОРЕНБУРГСКАЯ ОБЛ,0.0
2000,1,ОРЛОВСКАЯ ОБЛ,0.0
2000,1,ПЕНЗЕНСКАЯ ОБЛ,0.0
2000,1,ПЕРМСКИЙ КРАЙ,0.0
2000,1,ПСКОВСКАЯ ОБЛ,0.0
2000,1,РОСТОВСКАЯ ОБЛ,0.0
2000,1,РЯЗАНСКАЯ ОБЛ,0.0
2000,1,САМАРСКАЯ ОБЛ,0.0
2000,1,САНКТ-ПЕТЕРБУРГ Г,0.0
2000,1,САРАТОВСКАЯ ОБЛ,0.0
2000,1,САХА /ЯКУТИЯ/ РЕСП,0.0
2000,1,САХАЛИНСКАЯ ОБЛ,0.0
2000,1,СВЕРДЛОВСКАЯ ОБЛ,0.0
2000,1,СЕВАСТОПОЛЬ Г,0.0
2000,1,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2000,1,СМОЛЕНСКАЯ ОБЛ,0.0
2000,1,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
2000,1,ТАМБОВСКАЯ ОБЛ,0.0
2000,1,ТАТАРСТАН РЕСП,0.0
2000,1,ТВЕРСКАЯ ОБЛ,0.0
2000,1,ТОМСКАЯ ОБЛ,0.0
2000,1,ТУЛЬСКАЯ ОБЛ,0.0
2000,1,ТЮМЕНСКАЯ ОБЛ,0.0
2000,1,УДМУРТСКАЯ РЕСП,0.0
2000,1,УЗБЕКИСТАН,0.0
2000,1,УКРАИНА,0.0
2000,1,УЛЬЯНОВСКАЯ ОБЛ,0.0
2000,1,ХАБАРОВСКИЙ КРАЙ,0.0
2000,1,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
2000,1,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
2000,1,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
2000,1,ЧУКОТСКИЙ АО,0.0
2000,1,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
2000,1,ЯРОСЛАВСКАЯ ОБЛ,0.0
2000,2,АДЫГЕЯ РЕСП,0.0
2000,2,АЛТАЙ РЕСП,0.0
2000,2,АЛТАЙСКИЙ КРАЙ,0.0
2000,2,АМУРСКАЯ ОБЛ,0.0
2000,2,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
2000,2,АСТРАХАНСКАЯ ОБЛ,0.0
2000,2,БАШКОРТОСТАН РЕСП,0.0
2000,2,БЕЛАРУСЬ,0.0
2000,2,БЕЛГОРОДСКАЯ ОБЛ,0.0
2000,2,БРЯНСКАЯ ОБЛ,0.0
2000,2,БУРЯТИЯ РЕСП,0.0
2000,2,ВЛАДИМИРСКАЯ ОБЛ,0.0
2000,2,ВОЛГОГРАДСКАЯ ОБЛ,0.0
2000,2,ВОЛОГОДСКАЯ ОБЛ,0.0
2000,2,ВОРОНЕЖСКАЯ ОБЛ,0.0
2000,2,ГЕРМАНИЯ,0.0
2000,2,ДАГЕСТАН РЕСП,0.0
2000,2,ЕВРЕЙСКАЯ АОБЛ,0.0
2000,2,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2000,2,ИВАНОВСКАЯ ОБЛ,0.0
2000,2,ИРКУТСКАЯ ОБЛ,0.0
2000,2,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
2000,2,КАЗАХСТАН,0.0
2000,2,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2000,2,КАЛМЫКИЯ РЕСП,0.0
2000,2,КАЛУЖСКАЯ ОБЛ,0.0
2000,2,КАМЧАТСКИЙ КРАЙ,0.0
2000,2,КАНАДА,0.0
2000,2,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
2000,2,КАРЕЛИЯ РЕСП,0.0
2000,2,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
2000,2,КИРОВСКАЯ ОБЛ,0.0
2000,2,КОМИ РЕСП,0.0
2000,2,КОСТРОМСКАЯ ОБЛ,0.0
2000,2,КРАСНОДАРСКИЙ КРАЙ,0.0
2000,2,КРАСНОЯРСКИЙ КРАЙ,0.0
2000,2,КРЫМ РЕСП,0.0
2000,2,КУРГАНСКАЯ ОБЛ,0.0
2000,2,КУРСКАЯ ОБЛ,0.0
2000,2,ЛЕНИНГРАДСКАЯ ОБЛ,0.0
2000,2,ЛИПЕЦКАЯ ОБЛ,0.0
2000,2,ЛИТВА,0.0
2000,2,МАГАДАНСКАЯ ОБЛ,0.0
2000,2,МАРИЙ ЭЛ РЕСП,0.0
2000,2,МОЛДАВИЯ,0.0
2000,2,МОРДОВИЯ РЕСП,0.0
2000,2,МОСКВА Г,0.0
2000,2,МОСКОВСКАЯ ОБЛ,0.0
2000,2,МУРМАНСКАЯ ОБЛ,0.0
2000,2,НИЖЕГОРОДСКАЯ ОБЛ,0.0
2000,2,НОВГОРОДСКАЯ ОБЛ,0.0
2000,2,НОВОСИБИРСКАЯ ОБЛ,0.0
2000,2,ОМСКАЯ ОБЛ,0.0
2000,2,ОРЕНБУРГСКАЯ ОБЛ,0.0
2000,2,ОРЛОВСКАЯ ОБЛ,0.0
2000,2,ПЕНЗЕНСКАЯ ОБЛ,0.0
2000,2,ПЕРМСКИЙ КРАЙ,0.0
2000,2,ПСКОВСКАЯ ОБЛ,0.0
2000,2,РОСТОВСКАЯ ОБЛ,0.0
2000,2,РЯЗАНСКАЯ ОБЛ,0.0
2000,2,САМАРСКАЯ ОБЛ,0.0
2000,2,САНКТ-ПЕТЕРБУРГ Г,0.0
2000,2,САРАТОВСКАЯ ОБЛ,0.0
2000,2,САХА /ЯКУТИЯ/ РЕСП,0.0
2000,2,САХАЛИНСКАЯ ОБЛ,0.0
2000,2,СВЕРДЛОВСКАЯ ОБЛ,0.0
2000,2,СЕВАСТОПОЛЬ Г,0.0
2000,2,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2000,2,СМОЛЕНСКАЯ ОБЛ,0.0
2000,2,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
2000,2,ТАМБОВСКАЯ ОБЛ,0.0
2000,2,ТАТАРСТАН РЕСП,0.0
2000,2,ТВЕРСКАЯ ОБЛ,0.0
2000,2,ТОМСКАЯ ОБЛ,0.0
2000,2,ТУЛЬСКАЯ ОБЛ,0.0
2000,2,ТЮМЕНСКАЯ ОБЛ,0.0
2000,2,УДМУРТСКАЯ РЕСП,0.0
2000,2,УЗБЕКИСТАН,0.0
2000,2,УКРАИНА,0.0
2000,2,УЛЬЯНОВСКАЯ ОБЛ,0.0
2000,2,ХАБАРОВСКИЙ КРАЙ,0.0
2000,2,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
2000,2,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
2000,2,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
2000,2,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
2000,2,ЯРОСЛАВСКАЯ ОБЛ,0.0
2000,3,АДЫГЕЯ РЕСП,0.0
2000,3,АЛТАЙ РЕСП,0.0
2000,3,АЛТАЙСКИЙ КРАЙ,0.0
2000,3,АМУРСКАЯ ОБЛ,0.0
2000,3,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
2000,3,АСТРАХАНСКАЯ ОБЛ,0.0
2000,3,БАШКОРТОСТАН РЕСП,0.0
2000,3,БЕЛАРУСЬ,0.0
2000,3,БЕЛГОРОДСКАЯ ОБЛ,0.0
2000,3,БРЯНСКАЯ ОБЛ,0.0
2000,3,ВЛАДИМИРСКАЯ ОБЛ,0.0
2000,3,ВОЛГОГРАДСКАЯ ОБЛ,0.0
2000,3,ВОЛОГОДСКАЯ ОБЛ,0.0
2000,3,ВОРОНЕЖСКАЯ ОБЛ,0.0
2000,3,ГЕРМАНИЯ,0.0
2000,3,ДАГЕСТАН РЕСП,0.0
2000,3,ЕВРЕЙСКАЯ АОБЛ,0.0
2000,3,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2000,3,ИВАНОВСКАЯ ОБЛ,0.0
2000,3,ИРКУТСКАЯ ОБЛ,0.0
2000,3,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
2000,3,КАЗАХСТАН,0.0
2000,3,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2000,3,КАЛМЫКИЯ РЕСП,0.0
2000,3,КАЛУЖСКАЯ ОБЛ,0.0
2000,3,КАМЧАТСКИЙ КРАЙ,0.0
2000,3,КАНАДА,0.0
2000,3,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
2000,3,КАРЕЛИЯ РЕСП,0.0
2000,3,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
2000,3,КИРОВСКАЯ ОБЛ,0.0
2000,3,КОМИ РЕСП,0.0
2000,3,КОСТРОМСКАЯ ОБЛ,0.0
2000,3,КРАСНОДАРСКИЙ КРАЙ,0.0
2000,3,КРАСНОЯРСКИЙ КРАЙ,0.0
2000,3,КРЫМ РЕСП,0.0
2000,3,КУРГАНСКАЯ ОБЛ,0.0
2000,3,КУРСКАЯ ОБЛ,0.0
2000,3,ЛЕНИНГРАДСКАЯ ОБЛ,0.0
2000,3,ЛИПЕЦКАЯ ОБЛ,0.0
2000,3,ЛИТВА,0.0
2000,3,МАГАДАНСКАЯ ОБЛ,0.0
2000,3,МАРИЙ ЭЛ РЕСП,0.0
2000,3,МОРДОВИЯ РЕСП,0.0
2000,3,МОСКВА Г,0.0
2000,3,МОСКОВСКАЯ ОБЛ,0.0
2000,3,МУРМАНСКАЯ ОБЛ,0.0
2000,3,НИЖЕГОРОДСКАЯ ОБЛ,0.0
2000,3,НОВГОРОДСКАЯ ОБЛ,0.0
2000,3,НОВОСИБИРСКАЯ ОБЛ,0.0
2000,3,ОМСКАЯ ОБЛ,0.0
2000,3,ОРЕНБУРГСКАЯ ОБЛ,0.0
2000,3,ОРЛОВСКАЯ ОБЛ,0.0
2000,3,ПЕНЗЕНСКАЯ ОБЛ,0.0
2000,3,ПЕРМСКИЙ КРАЙ,0.0
2000,3,ПСКОВСКАЯ ОБЛ,0.0
2000,3,РОСТОВСКАЯ ОБЛ,0.0
2000,3,РЯЗАНСКАЯ ОБЛ,0.0
2000,3,САМАРСКАЯ ОБЛ,0.0
2000,3,САНКТ-ПЕТЕРБУРГ Г,0.0
2000,3,САРАТОВСКАЯ ОБЛ,0.0
2000,3,САХА /ЯКУТИЯ/ РЕСП,0.0
2000,3,САХАЛИНСКАЯ ОБЛ,0.0
2000,3,СВЕРДЛОВСКАЯ ОБЛ,0.0
2000,3,СЕВАСТОПОЛЬ Г,0.0
2000,3,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2000,3,СМОЛЕНСКАЯ ОБЛ,0.0
2000,3,СТАВРОПОЛЬСКИЙ КРАЙ,0.0
2000,3,ТАМБОВСКАЯ ОБЛ,0.0
2000,3,ТАТАРСТАН РЕСП,0.0
2000,3,ТВЕРСКАЯ ОБЛ,0.0
2000,3,ТОМСКАЯ ОБЛ,0.0
2000,3,ТУЛЬСКАЯ ОБЛ,0.0
2000,3,ТЮМЕНСКАЯ ОБЛ,0.0
2000,3,УДМУРТСКАЯ РЕСП,0.0
2000,3,УЗБЕКИСТАН,0.0
2000,3,УКРАИНА,0.0
2000,3,УЛЬЯНОВСКАЯ ОБЛ,0.0
2000,3,ХАБАРОВСКИЙ КРАЙ,0.0
2000,3,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.0
2000,3,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
2000,3,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
2000,3,ЧУКОТСКИЙ АО,0.0
2000,3,ЯМАЛО-НЕНЕЦКИЙ АО,0.0
2000,3,ЯРОСЛАВСКАЯ ОБЛ,0.0
2000,4,АДЫГЕЯ РЕСП,0.0
2000,4,АЛТАЙСКИЙ КРАЙ,0.0
2000,4,АМУРСКАЯ ОБЛ,0.0
2000,4,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
2000,4,АСТРАХАНСКАЯ ОБЛ,0.0
2000,4,БЕЛАРУСЬ,0.0
2000,4,БЕЛГОРОДСКАЯ ОБЛ,0.0
2000,4,БРЯНСКАЯ ОБЛ,0.0
2000,4,БУРЯТИЯ РЕСП,0.0
2000,4,ВЛАДИМИРСКАЯ ОБЛ,0.0
2000,4,ВОЛГОГРАДСКАЯ ОБЛ,0.0
2000,4,ВОЛОГОДСКАЯ ОБЛ,0.0
2000,4,ВОРОНЕЖСКАЯ ОБЛ,0.0
2000,4,ГЕРМАНИЯ,0.0
2000,4,ДАГЕСТАН РЕСП,0.0
